unit_id,building_id,unit_number,floor_plan,beds,baths,sqft,floor,gross_rent,net_effective_rent,lease_term,available_date,concession,default_people,max_people,share_plan_type,rent_step_difference,space_1_name,space_2_name,space_3_name,security_deposit_amount,broker_fee_amount,amenity_fee_amount,utilities_estimate_monthly,source_url,source_last_checked,verification_status,verification_notes
newport_rentals-roosevelt_house_714,newport_rentals,Roosevelt House 714,2B2B,2,2,1132,,4655,,12 months,Now,Unit address: 180 Tenth Street,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/roosevelt-house/residence-714/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-roosevelt_house_719,newport_rentals,Roosevelt House 719,1B1B,1,1,729,,3457,,12 months,Now,Unit address: 180 Tenth Street,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/roosevelt-house/residence-719/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_208,newport_rentals,Southampton 208,1B1B,1,1,765,,3725,,12 months,Now,Unit address: 20 River Court,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-208/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_302,newport_rentals,Southampton 302,1B1B,1,1,821,,3865,,12 months,6/14/2026,Unit address: 20 River Court,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-302/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_501,newport_rentals,Southampton 501,1B1B,1,1,849,,3825,,12 months,Now,Unit address: 20 River Court,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-501/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_509,newport_rentals,Southampton 509,2B2B,2,2,1320,,5594,,12 months,7/21/2026,Unit address: 20 River Court,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-509/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_601,newport_rentals,Southampton 601,1B1B,1,1,849,,3655,,12 months,7/17/2026,Unit address: 20 River Court,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-601/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_604,newport_rentals,Southampton 604,1B1B,1,1,851,,4030,,12 months,6/27/2026,Unit address: 20 River Court,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-604/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_1001,newport_rentals,Southampton 1001,1B1B,1,1,849,,3975,,12 months,6/8/2026,Unit address: 20 River Court,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-1001/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_1203,newport_rentals,Southampton 1203,2B2B,2,2,1363,,5779,,12 months,6/10/2026,Unit address: 20 River Court,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-1203/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_1501,newport_rentals,Southampton 1501,1B1B,1,1,849,,3995,,12 months,7/18/2026,Unit address: 20 River Court,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-1501/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_1601,newport_rentals,Southampton 1601,1B1B,1,1,849,,3825,,12 months,7/4/2026,Unit address: 20 River Court,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-1601/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_1904,newport_rentals,Southampton 1904,1B1B,1,1,851,,4025,,12 months,6/28/2026,Unit address: 20 River Court,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-1904/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_2008,newport_rentals,Southampton 2008,1B1B,1,1,765,,4020,,12 months,6/13/2026,Unit address: 20 River Court,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-2008/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_2105,newport_rentals,Southampton 2105,2B2B,2,2,1313,,5644,,12 months,Now,Unit address: 20 River Court,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-2105/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_2609,newport_rentals,Southampton 2609,2B2B,2,2,1320,,5569,,12 months,7/8/2026,Unit address: 20 River Court,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-2609/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_2610,newport_rentals,Southampton 2610,1B1B,1,1,818,,3850,,12 months,6/8/2026,Unit address: 20 River Court,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-2610/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_2702,newport_rentals,Southampton 2702,1B1B,1,1,821,,3880,,12 months,7/23/2026,Unit address: 20 River Court,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-2702/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_2705,newport_rentals,Southampton 2705,2B2B,2,2,1313,,5674,,12 months,7/5/2026,Unit address: 20 River Court,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-2705/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_2907,newport_rentals,Southampton 2907,1B1B,1,1,838,,4040,,12 months,7/10/2026,Unit address: 20 River Court,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-2907/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_3106,newport_rentals,Southampton 3106,1B1B,1,1,796,,3800,,12 months,8/10/2026,Unit address: 20 River Court,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-3106/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_3202,newport_rentals,Southampton 3202,1B1B,1,1,821,,4015,,12 months,6/5/2026,Unit address: 20 River Court,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-3202/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_3208,newport_rentals,Southampton 3208,1B1B,1,1,765,,4095,,12 months,7/17/2026,Unit address: 20 River Court,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-3208/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_3411,newport_rentals,Southampton 3411,2B2B,2,2,1316,,5734,,12 months,6/2/2026,Unit address: 20 River Court,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-3411/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-southampton_3610,newport_rentals,Southampton 3610,1B1B,1,1,818,,3660,,12 months,6/12/2026,Unit address: 20 River Court,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/southampton/residence-3610/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-waterside_square_north_216,newport_rentals,Waterside Square North 216,Studio 1B,0,1,500,,3013,,12 months,6/4/2026,Unit address: 55 River Drive South,1,1,whole_unit,,Whole studio,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/waterside-square-north/residence-216/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-waterside_square_north_304,newport_rentals,Waterside Square North 304,2B1B,2,1,946,,4107,,12 months,Now,Unit address: 55 River Drive South,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/waterside-square-north/residence-304/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-waterside_square_north_307,newport_rentals,Waterside Square North 307,1B1B,1,1,738,,3507,,12 months,7/14/2026,Unit address: 55 River Drive South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/waterside-square-north/residence-307/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-waterside_square_north_612,newport_rentals,Waterside Square North 612,2B1B,2,1,996,,4137,,12 months,8/11/2026,Unit address: 55 River Drive South,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/waterside-square-north/residence-612/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-waterside_square_north_816,newport_rentals,Waterside Square North 816,1B1B,1,1,711,,3542,,12 months,6/28/2026,Unit address: 55 River Drive South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/waterside-square-north/residence-816/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-waterside_square_north_914,newport_rentals,Waterside Square North 914,1B1B,1,1,752,,3587,,12 months,7/16/2026,Unit address: 55 River Drive South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/waterside-square-north/residence-914/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-waterside_square_north_1505,newport_rentals,Waterside Square North 1505,1B1B,1,1,684,,3612,,12 months,6/28/2026,Unit address: 55 River Drive South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/waterside-square-north/residence-1505/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-waterside_square_north_1715,newport_rentals,Waterside Square North 1715,Studio 1B,0,1,490,,3144,,12 months,7/18/2026,Unit address: 55 River Drive South,1,1,whole_unit,,Whole studio,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/waterside-square-north/residence-1715/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-waterside_square_north_2215,newport_rentals,Waterside Square North 2215,Studio 1B,0,1,490,,3059,,12 months,6/5/2026,Unit address: 55 River Drive South,1,1,whole_unit,,Whole studio,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/waterside-square-north/residence-2215/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-waterside_square_south_714,newport_rentals,Waterside Square South 714,1B1B,1,1,752,,3602,,12 months,6/1/2026,Unit address: 35 River Drive South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/waterside-square-south/residence-714/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-waterside_square_south_806,newport_rentals,Waterside Square South 806,1B1B,1,1,745,,3582,,12 months,6/21/2026,Unit address: 35 River Drive South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/waterside-square-south/residence-806/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-waterside_square_south_1014,newport_rentals,Waterside Square South 1014,1B1B,1,1,752,,3577,,12 months,7/19/2026,Unit address: 35 River Drive South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/waterside-square-south/residence-1014/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-waterside_square_south_1110,newport_rentals,Waterside Square South 1110,1B1B,1,1,696,,3526,,12 months,6/18/2026,Unit address: 35 River Drive South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/waterside-square-south/residence-1110/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-waterside_square_south_1114,newport_rentals,Waterside Square South 1114,1B1B,1,1,752,,3567,,12 months,6/16/2026,Unit address: 35 River Drive South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/waterside-square-south/residence-1114/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-waterside_square_south_1414,newport_rentals,Waterside Square South 1414,1B1B,1,1,752,,3382,,12 months,6/14/2026,Unit address: 35 River Drive South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/waterside-square-south/residence-1414/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-waterside_square_south_1506,newport_rentals,Waterside Square South 1506,1B1B,1,1,745,,3611,,12 months,7/23/2026,Unit address: 35 River Drive South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/waterside-square-south/residence-1506/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-waterside_square_south_1601,newport_rentals,Waterside Square South 1601,2B1B,2,1,893,,4077,,12 months,6/18/2026,Unit address: 35 River Drive South,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/waterside-square-south/residence-1601/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-waterside_square_south_1714,newport_rentals,Waterside Square South 1714,1B1B,1,1,752,,3472,,12 months,6/24/2026,Unit address: 35 River Drive South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/waterside-square-south/residence-1714/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-waterside_square_south_1910,newport_rentals,Waterside Square South 1910,1B1B,1,1,696,,3647,,12 months,6/23/2026,Unit address: 35 River Drive South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/waterside-square-south/residence-1910/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-waterside_square_south_2102,newport_rentals,Waterside Square South 2102,3B2B,3,2,1333,,5684,,12 months,7/7/2026,Unit address: 35 River Drive South,3,4,bedroom_split,,Bedroom 1,Bedroom 2,Bedroom 3,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/waterside-square-south/residence-2102/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
newport_rentals-waterside_square_south_2206,newport_rentals,Waterside Square South 2206,1B1B,1,1,745,,3647,,12 months,6/13/2026,Unit address: 35 River Drive South,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.newportrentals.com/apartments-jersey-city-for-rent/waterside-square-south/residence-2206/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
ocean-a01,ocean,A01,Studio,0,1,,,3800,,12 months,Contact agent,Contact agent,1,1,whole_unit,,Whole studio,,,,,,,https://www.moinian.com/ocean,2026-05-28,official_site_blocked_or_no_public_unit_feed,Official website did not expose a directly readable current unit list; seed row was kept for continuity.
portside_towers_apartments-509,portside_towers_apartments,509,Studio 1B,0,1,,,2833,,12 months,5/28/2026,See official Equity pricing page,1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/portside-towers-apartments#/unit/002/509,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
portside_towers_apartments-609,portside_towers_apartments,609,Studio 1B,0,1,,,3118,,12 months,6/12/2026,See official Equity pricing page,1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/portside-towers-apartments#/unit/002/609,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
portside_towers_apartments-610,portside_towers_apartments,610,1B1B,1,1,,,3453,,12 months,6/18/2026,See official Equity pricing page,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/portside-towers-apartments#/unit/001/610,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
portside_towers_apartments-806,portside_towers_apartments,806,1B1B,1,1,,,3886,,12 months,5/28/2026,$500 Security Deposit Special on Select Apartments!,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/portside-towers-apartments#/unit/002/806,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
portside_towers_apartments-910,portside_towers_apartments,910,1B1B,1,1,,,3574,,12 months,6/11/2026,$500 Security Deposit Special on Select Apartments!,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/portside-towers-apartments#/unit/001/910,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
portside_towers_apartments-1113,portside_towers_apartments,1113,Studio 1B,0,1,,,3002,,12 months,5/28/2026,See official Equity pricing page,1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/portside-towers-apartments#/unit/001/1113,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
portside_towers_apartments-1209,portside_towers_apartments,1209,Studio 1B,0,1,,,2747,,12 months,7/4/2026,See official Equity pricing page,1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/portside-towers-apartments#/unit/001/1209,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
portside_towers_apartments-1212,portside_towers_apartments,1212,1B1B,1,1,,,3317,,12 months,5/28/2026,"Move in by June 15 and receive up to $1,000 off on select apartments! Offer valid on new leases only. Transfers excluded.",1,2,whole_unit,,Bedroom 1,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/portside-towers-apartments#/unit/001/1212,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
portside_towers_apartments-1609,portside_towers_apartments,1609,Studio 1B,0,1,,,2988,,12 months,5/28/2026,"Move in by June 15 and receive up to $1,000 off on select apartments! Offer valid on new leases only. Transfers excluded.",1,1,whole_unit,,Whole studio,,,,,,,https://www.equityapartments.com/new-york-city/jersey-city/portside-towers-apartments#/unit/002/1609,2026-05-28,provided_csv_or_prior_official_scrape,Imported from the supplied CSV/current official scrape file and normalized into relational tables.
sky-18n,sky,18N,Studio 1B,0,1,,,3818,,12 months,6/21/2026,See official website,1,1,whole_unit,,Whole studio,,,,,,,https://www.liveatsky.com/floorplans,2026-05-28,search_index_fallback,Official website was protected from direct script access; values came from indexed official snippets and should be spot-checked before signing.
sky-36h,sky,36H,1B1B,1,1,,,5762,,12 months,Available now,See official website,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.liveatsky.com/floorplans,2026-05-28,search_index_fallback,Official website was protected from direct script access; values came from indexed official snippets and should be spot-checked before signing.
sky-44w,sky,44W,1B1B,1,1,,,5455,,12 months,6/27/2026,See official website,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.liveatsky.com/floorplans,2026-05-28,search_index_fallback,Official website was protected from direct script access; values came from indexed official snippets and should be spot-checked before signing.
sky-53a,sky,53A,2B2B,2,2,,,8291,,12 months,6/29/2026,Terrace home,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.liveatsky.com/floorplans,2026-05-28,search_index_fallback,Official website was protected from direct script access; values came from indexed official snippets and should be spot-checked before signing.
sky-59r,sky,59R,1B1B,1,1,,,6025,,12 months,Available now,See official website,1,2,whole_unit,,Bedroom 1,,,,,,,https://www.liveatsky.com/floorplans,2026-05-28,search_index_fallback,Official website was protected from direct script access; values came from indexed official snippets and should be spot-checked before signing.
sky-62n,sky,62N,2B2B,2,2,,,8938,,12 months,5/31/2026,See official website,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://www.liveatsky.com/floorplans,2026-05-28,search_index_fallback,Official website was protected from direct script access; values came from indexed official snippets and should be spot-checked before signing.
the_blvd_collection-m1_0703,the_blvd_collection,M1-0703,1B1B,1,1,770,,3605,,12 months,06/09/2026,See Veris Residential availability page,1,2,whole_unit,,Bedroom 1,,,,,,,https://verisresidential.com/apartments/m1-0703/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
the_blvd_collection-m1_0810,the_blvd_collection,M1-0810,1B1B,1,1,689,,3645,,12 months,04/13/2026,See Veris Residential availability page,1,2,whole_unit,,Bedroom 1,,,,,,,https://verisresidential.com/apartments/m1-0810/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
the_blvd_collection-m1_0901,the_blvd_collection,M1-0901,2B2B,2,2,1187,,5725,,12 months,05/29/2026,See Veris Residential availability page,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://verisresidential.com/apartments/m1-0901/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
the_blvd_collection-m1_1010,the_blvd_collection,M1-1010,1B1B,1,1,689,,3595,,12 months,07/15/2026,See Veris Residential availability page,1,2,whole_unit,,Bedroom 1,,,,,,,https://verisresidential.com/apartments/m1-1010/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
the_blvd_collection-m1_1505,the_blvd_collection,M1-1505,Studio 1B,0,1,562,,3295,,12 months,08/27/2026,See Veris Residential availability page,1,1,whole_unit,,Whole studio,,,,,,,https://verisresidential.com/apartments/m1-1505/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
the_blvd_collection-m1_1912,the_blvd_collection,M1-1912,2B2B,2,2,1160,,5295,,12 months,06/23/2026,See Veris Residential availability page,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://verisresidential.com/apartments/m1-1912/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
the_blvd_collection-m1_2511,the_blvd_collection,M1-2511,1B1B,1,1,723,,3775,,12 months,07/08/2026,See Veris Residential availability page,1,2,whole_unit,,Bedroom 1,,,,,,,https://verisresidential.com/apartments/m1-2511/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
the_blvd_collection-m1_2808,the_blvd_collection,M1-2808,2B2B,2,2,1193,,5585,,12 months,07/22/2026,See Veris Residential availability page,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://verisresidential.com/apartments/m1-2808/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
the_blvd_collection-m1_3313,the_blvd_collection,M1-3313,1B1B,1,1,827,,3985,,12 months,06/05/2026,See Veris Residential availability page,1,2,whole_unit,,Bedroom 1,,,,,,,https://verisresidential.com/apartments/m1-3313/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
the_blvd_collection-m1_3411,the_blvd_collection,M1-3411,1B1B,1,1,723,,3750,,12 months,03/23/2026,See Veris Residential availability page,1,2,whole_unit,,Bedroom 1,,,,,,,https://verisresidential.com/apartments/m1-3411/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
the_blvd_collection-m1_3702,the_blvd_collection,M1-3702,2B2B,2,2,1124,,6125,,12 months,07/24/2026,See Veris Residential availability page,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://verisresidential.com/apartments/m1-3702/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
the_blvd_collection-m1_3711,the_blvd_collection,M1-3711,1B1B,1,1,723,,3910,,12 months,04/15/2026,See Veris Residential availability page,1,2,whole_unit,,Bedroom 1,,,,,,,https://verisresidential.com/apartments/m1-3711/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
the_blvd_collection-m1_3806,the_blvd_collection,M1-3806,1B1B,1,1,808,,3790,,12 months,07/15/2026,See Veris Residential availability page,1,2,whole_unit,,Bedroom 1,,,,,,,https://verisresidential.com/apartments/m1-3806/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
the_blvd_collection-m1_3807,the_blvd_collection,M1-3807,1B1B,1,1,776,,3700,,12 months,03/17/2026,See Veris Residential availability page,1,2,whole_unit,,Bedroom 1,,,,,,,https://verisresidential.com/apartments/m1-3807/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
the_blvd_collection-m1_3913,the_blvd_collection,M1-3913,1B1B,1,1,827,,3955,,12 months,06/15/2026,See Veris Residential availability page,1,2,whole_unit,,Bedroom 1,,,,,,,https://verisresidential.com/apartments/m1-3913/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
the_blvd_collection-m2_0606,the_blvd_collection,M2-0606,Studio 1B,0,1,617,,3475,,12 months,05/26/2026,See Veris Residential availability page,1,1,whole_unit,,Whole studio,,,,,,,https://verisresidential.com/apartments/m2-0606/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
the_blvd_collection-m2_1009,the_blvd_collection,M2-1009,Studio 1B,0,1,662,,3345,,12 months,08/31/2026,See Veris Residential availability page,1,1,whole_unit,,Whole studio,,,,,,,https://verisresidential.com/apartments/m2-1009/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
the_blvd_collection-m2_1201,the_blvd_collection,M2-1201,2B2B,2,2,1126,,5890,,12 months,07/17/2026,See Veris Residential availability page,2,3,bedroom_split,,Bedroom 1,Bedroom 2,,,,,,https://verisresidential.com/apartments/m2-1201/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
the_blvd_collection-m2_1707,the_blvd_collection,M2-1707,Studio 1B,0,1,552,,3200,,12 months,06/24/2026,See Veris Residential availability page,1,1,whole_unit,,Whole studio,,,,,,,https://verisresidential.com/apartments/m2-1707/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
the_blvd_collection-m2_1807,the_blvd_collection,M2-1807,1B1B,1,1,805,,3975,,12 months,06/26/2026,See Veris Residential availability page,1,2,whole_unit,,Bedroom 1,,,,,,,https://verisresidential.com/apartments/m2-1807/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
the_blvd_collection-m2_1909,the_blvd_collection,M2-1909,Studio 1B,0,1,662,,3370,,12 months,07/20/2026,See Veris Residential availability page,1,1,whole_unit,,Whole studio,,,,,,,https://verisresidential.com/apartments/m2-1909/,2026-05-28,official_site_scraped,Directly read from the apartment community website or its public official data feed.
